id,name,category_id,part_type,engine_model,category_spec
12653,Кольцо стопорное внутреннее D=30 мм.,2,parts,,Стандартные изделия
12654,Кольцо стопорное внутреннее D=32 мм.,2,parts,,Стандартные изделия
12655,Кольцо стопорное внутреннее D=35 мм.,2,parts,,Стандартные изделия
12656,Кольцо стопорное внутреннее D=37 мм.,2,parts,,Стандартные изделия
12657,Кольцо стопорное внутреннее D=47 мм.,2,parts,,Стандартные изделия
12658,Кольцо стопорное внутреннее D=55 мм. (Кольцо упорное 55),2,parts,,Стандартные изделия
12659,Кольцо стопорное внутреннее D=62,2,parts,,Стандартные изделия
12660,Кольцо стопорное внутреннее D=75 мм.,2,parts,,Стандартные изделия
12661,Кольцо стопорное наруж. D=12 мм.,2,parts,,Стандартные изделия
12662,Кольцо стопорное наруж. D=24 мм.,2,parts,,Стандартные изделия
12663,Кольцо стопорное наруж. D=25 мм. (Кольцо упорное 25 ),2,parts,,Стандартные изделия
12664,Кольцо стопорное наруж. D=28 мм (молотковая косилка),2,parts,,Стандартные изделия
12665,Кольцо стопорное наруж. D=32 мм.,2,parts,,Стандартные изделия
12666,Кольцо стопорное наруж. D=35 мм.,2,parts,,Стандартные изделия
12667,Кольцо стопорное наруж. D=8 мм.,2,parts,,Стандартные изделия
12668,"Кольцо уплотнительное 103х110х3,5",2,parts,,Стандартные изделия
12669,"Кольцо уплотнительное 11х16х2,6",2,parts,,Стандартные изделия
12670,"Кольцо уплотнительное 115х120х3,4",2,parts,,Стандартные изделия
12671,"Кольцо уплотнительное 11,5х16,6х2,6",2,parts,,Стандартные изделия
12672,"Кольцо уплотнительное 13х18х2,5",2,parts,,Стандартные изделия
12673,"Кольцо уплотнительное 15,5х20х2,3",2,parts,,Стандартные изделия
12674,"Кольцо уплотнительное 15,5х20,3х2,7",2,parts,,Стандартные изделия
12675,Кольцо уплотнительное 17х2,2,parts,,Стандартные изделия
12676,"Кольцо уплотнительное 17х22х2,4",2,parts,,Стандартные изделия
12677,"Кольцо уплотнительное 17,5х22х2,2",2,parts,,Стандартные изделия
12678,"Кольцо уплотнительное 17,5х22х2,55",2,parts,,Стандартные изделия
12679,"Кольцо уплотнительное 18х23х2,55",2,parts,,Стандартные изделия
12680,"Кольцо уплотнительное 19х24х2,3",2,parts,,Стандартные изделия
12681,"Кольцо уплотнительное 20х25,3х2,4",2,parts,,Стандартные изделия
12682,"Кольцо уплотнительное 21х25х2,3",2,parts,,Стандартные изделия
12683,"Кольцо уплотнительное 22х28х3,5",2,parts,,Стандартные изделия
12684,"Кольцо уплотнительное 22,4х27,7х2,65",2,parts,,Стандартные изделия
12685,"Кольцо уплотнительное 23х30х3,5",2,parts,,Стандартные изделия
12686,"Кольцо уплотнительное 24х27х1,7",2,parts,,Стандартные изделия
12687,Кольцо уплотнительное 24х30х3,2,parts,,Стандартные изделия
12688,"Кольцо уплотнительное 28х34,5х3,5",2,parts,,Стандартные изделия
12689,"Кольцо уплотнительное 28х35х3,1",2,parts,,Стандартные изделия
12690,"Кольцо уплотнительное 28х3,55",2,parts,,Стандартные изделия
12691,"Кольцо уплотнительное 28,5х39,5х5,7",2,parts,,Стандартные изделия
12692,Кольцо уплотнительное 30х40х5,2,parts,,Стандартные изделия
12693,"Кольцо уплотнительное 31х37х3,5",2,parts,,Стандартные изделия
12694,"Кольцо уплотнительное 34,5х40х3",2,parts,,Стандартные изделия
12695,Кольцо уплотнительное 35х45х5,2,parts,,Стандартные изделия
12696,"Кольцо уплотнительное 38х50х5,7",2,parts,,Стандартные изделия
12697,"Кольцо уплотнительное 42х52х5,3",2,parts,,Стандартные изделия
12698,"Кольцо уплотнительное 43,5х52х3,5",2,parts,,Стандартные изделия
12699,"Кольцо уплотнительное 50х57х3,4",2,parts,,Стандартные изделия
12700,"Кольцо уплотнительное 52х63х5,7",2,parts,,Стандартные изделия
12701,"Кольцо уплотнительное 55х62,5х3",2,parts,,Стандартные изделия
12702,"Кольцо уплотнительное 56х62х3,5",2,parts,,Стандартные изделия
12703,"Кольцо уплотнительное 58х64х3,5",2,parts,,Стандартные изделия
12704,"Кольцо уплотнительное 60х70х5,5",2,parts,,Стандартные изделия
12705,"Кольцо уплотнительное 63х5,7",2,parts,,Стандартные изделия
12706,"Кольцо уплотнительное 69х74х3,4",2,parts,,Стандартные изделия
12707,"Кольцо уплотнительное 78,5х84х3,5",2,parts,,Стандартные изделия
12708,"Кольцо уплотнительное 8х11,8х2,3",2,parts,,Стандартные изделия
12709,Кольцо уплотнительное 8х12х2,2,parts,,Стандартные изделия
12710,"Кольцо уплотнительное 80х86х1,75",2,parts,,Стандартные изделия
12711,Кольцо уплотнительное 80х86х4,2,parts,,Стандартные изделия
12712,"Кольцо уплотнительное 80,5х88х3,5",2,parts,,Стандартные изделия
12713,"Кольцо уплотнительное 81х85,5х2,5",2,parts,,Стандартные изделия
12714,"Кольцо уплотнительное 82,5х87,5х2,2",2,parts,,Стандартные изделия
12715,"Кольцо уплотнительное 8,5х12,5х2,4",2,parts,,Стандартные изделия
12716,"Кольцо уплотнительное 88х94х3,4",2,parts,,Стандартные изделия
12717,"Кольцо уплотнительное 9х14х2,5",2,parts,,Стандартные изделия
12718,"Кольцо уплотнительное 9,5х12,5х1,8",2,parts,,Стандартные изделия
12719,"Кольцо уплотнительное 9,5х14,8х2,65 для блока маслянного цилиндра",2,parts,,Стандартные изделия
12720,Ремень А 2200 для Картофелекопалки КК-1-540 (короткий),2,parts,,Стандартные изделия
12721,Ремень А 2800 для Картофелекопалки КК-1-540 (длинный),2,parts,,Стандартные изделия
12722,Ремень А 710 Lp / 680 Li,2,parts,,Стандартные изделия
12723,Ремень А 965 Li / 995 Lw зубчатый роторной косилки Н22.01,2,parts,,Стандартные изделия
12724,Ремень В (Б) -940 клиновой,2,parts,,Стандартные изделия
12725,"Ремень В 1000 (Сегментная; молотковая косилка Н22 – 125, Н22- 145)",2,parts,,Стандартные изделия
12726,Ремень В-1950 Lр (1910 Li) на одноцилиндровый двигатель R-195,2,engines,,Стандартные изделия
12727,Ремень В-2240 на одноцилиндровый двигатель,2,engines,,Стандартные изделия
12728,Ремень В-2360 (2315 Li),2,parts,,Стандартные изделия
12729,Ремень В-3150 приводной для минитрактора,2,parts,,Стандартные изделия
12730,"Ремень В(Б) – 2800 (2755 Li) привода косилки КРН-2,1/ Lisicki 1.0",2,parts,,Стандартные изделия
12731,Ремень В17х865 Li / 910 Ld (Германия),2,parts,,Стандартные изделия
12732,Ремень В1800 роторной косилки Н17/Н34 и газонокосилки FM-180,2,parts,,Стандартные изделия
12758,Ремень приводной клиновидный А 3150,2,parts,,Стандартные изделия
12733,Ремень генератора (водяного насоса) А-630 YD385 Уралец 224 (3х цилиндровый),2,pumps,,Стандартные изделия
12734,Ремень генератора (водяного насоса) А 700 КМ385 Уралец 2200/2204 гладкий,2,pumps,,Стандартные изделия
12735,Ремень генератора (водяного насоса) 13х1050 Li КМ385BT/LL380BT зубчатый,2,pumps,,Стандартные изделия
12736,Ремень генератора (водяного насоса) 13х870Li(875Li) (13х864Li) КМ385BT зубчатый,2,pumps,,Стандартные изделия
12737,Ремень генератора (водяного насоса) 13х965 TY290/295 зубчатый,2,pumps,,Стандартные изделия
12738,Ремень генератора (водяного насоса) 13х980 A-980 LI / 1010Lw TY290/295 гладкий,2,pumps,,Стандартные изделия
12739,Ремень генератора (водяного насоса) 13х980LI TY290/295 зубчатый,2,pumps,,Стандартные изделия
12742,Ремень генератора (водяного насоса) 15х940Li зубчатый,2,pumps,,Стандартные изделия
12743,Ремень генератора (водяного насоса) 15х960 ZN490T зубчатый,2,pumps,,Стандартные изделия
12744,Ремень генератора (водяного насоса) 15х965 Li ZN490T зубчатый,2,pumps,,Стандартные изделия
12745,Ремень генератора (водяного насоса) 17х1016 JD295 (TY295IT) зубчатый,2,pumps,,Стандартные изделия
12746,Ремень генератора (водяного насоса) 17х1020 / 1060Lw JD295 (TY295IT) гладкий,2,pumps,,Стандартные изделия
12747,Ремень генератора (водяного насоса) AV13X750LI КМ385BT зубчатый,2,pumps,,Стандартные изделия
12748,Ремень генератора (водяного насоса) B-1080 JD295 (TY295IT) Уралец 224 гладкий,2,pumps,,Стандартные изделия
12749,"Ремень для роторной косилки КРН 2,1, SPB-2800",2,parts,,Стандартные изделия
12750,Ремень клиновой AV10х1000Li (10х1050La) зубчатый,2,parts,,Стандартные изделия
12751,Ремень косилки-измельчителя FL 125/150 (А 1250),2,parts,,Стандартные изделия
12752,Ремень косилки FM-120 В-1397 Li (1440 Ld),2,parts,,Стандартные изделия
12753,Ремень косилки FM-150 В-1550 Li (1600 Ld),2,parts,,Стандартные изделия
12754,Ремень на двигатель S1100 (В-2000),2,engines,,Стандартные изделия
12755,Ремень на пылесос садово-парковый ХРВ-1500 зубчатый,2,parts,,Стандартные изделия
12756,Ремень приводной В (Б) 2400 трактора Shifeng SF-244,2,parts,,Стандартные изделия
12757,Ремень приводной В-914 мм для сегментной косилки 9G,2,parts,,Стандартные изделия
12759,"Ремень приводной клиновидный B-3200 косилки Z-069 1,85 м",2,parts,,Стандартные изделия
12760,Ремень приводной клиновой А-1280 Lp / 1250 Li,2,parts,,Стандартные изделия
12761,Ремень роторного плуга L=3350 зубчатый сверхмощный,2,parts,,Стандартные изделия
12762,Ремень 13х800 Li / A 830 Ld клиновой для двигателей 168F/170F,2,engines,,Стандартные изделия
12763,Ремень B (Б) 1750 / 1710 Li клиновой приводной,2,parts,,Стандартные изделия
12764,Ремень B B-5000 мм роторной косилки Н17/Н34 двусторонний шестигранный,2,parts,,Стандартные изделия
12765,"Ремень SPA 2832 косилки Wirax 1,35 (Виракс 1,35)",2,parts,,Стандартные изделия
12766,"Ремень SPA 2932 косилки Wirax 1,65 (Виракс 1,65)",2,parts,,Стандартные изделия
14661,Культиватор КМБ,2,parts,,Прочие запчасти
12767,"Ремень SPA 3150 косилки Wirax 1,85 (Виракс 1,85)",2,parts,,Стандартные изделия
12768,Бампер для крепления передних противовесов на трактор Уралец,2,parts,,Запчасти для тракторов
12769,Бачок расширительный для насоса ГУР,2,pumps,,Запчасти для тракторов
12770,Блокировка задняя (комплект) Уралец 180/220/224/2204,2,parts,,Запчасти для тракторов
12771,Втулка гидравлической тяги 22х27х12,2,parts,,Запчасти для тракторов
12772,Гидросистема трактора с гидробаком РФ,2,parts,,Запчасти для тракторов
12773,Гидрофикация Уралец комплект 2 БРС,2,parts,,Запчасти для тракторов
12774,Гидрофикация Уралец комплект 4 БРС,2,parts,,Запчасти для тракторов
12776,Дуга безопасности Уралец складная,2,parts,,Запчасти для тракторов
12778,Козырек пластиковый на трактор Уралец,2,parts,,Запчасти для тракторов
12781,Крепление для расширительного бачка ГУР,2,parts,,Запчасти для тракторов
12782,Кронштейн гидроцилиндра ГУР Уралец,2,parts,,Запчасти для тракторов
12783,Кронштейн крепления термоса универсальный (негнутый),2,parts,,Запчасти для тракторов
12784,Кронштейн крепления 3х-ходового гидрораспределителя (гидрофикация),2,parts,,Запчасти для тракторов
12785,Наконечник гидроцилиндра ГУР М16/М14 (Уралец) с переходником в сборе,2,parts,,Запчасти для тракторов
12787,Расширитель (проставка) передней колеи минитрактора Уралец 224 / 2204,2,parts,,Запчасти для тракторов
12788,Сцепка тракторная для прицепа легкового автомобиля,2,parts,,Запчасти для тракторов
12789,Тяга гидравлическая навески центральная,2,parts,,Запчасти для тракторов
14662,Культиватор КМБ,2,parts,,Прочие запчасти
12792,Барабан тормозной Shifeng 244/Шифенг 244,2,parts,,Запчасти для тракторов
12793,Вторичный вал Fengshou FS180,2,parts,,Запчасти для тракторов
12795,Диск сцепления ведущий (D=200 мм; 16Т) Феншоу / Fengshou FS,2,parts,,Запчасти для тракторов
12796,Диск тормозной 15 шлиц. D=160; d =36,2,parts,,Запчасти для тракторов
12798,Комплект прокладок двигателя IL316DI Mahindra,2,engines,,Запчасти для тракторов
12800,Крышка топливного бака D= 70 мм,2,fuel-system,,Запчасти для тракторов
12801,Панель фар (блок фар) Шифенг/ Shifeng,2,parts,,Запчасти для тракторов
12802,Прокладка крышки головки блока цилиндров (клапанной крышки) SL2105,2,parts,,Запчасти для тракторов
14688,Нож газонокосилки FM-120,2,parts,,Прочие запчасти
12804,Реле зарядки (регулятор) JFT131-136 12 V 1500W,2,parts,,Запчасти для тракторов
12805,Фильтрующая сетка фильтра J285BT,2,filters,,Запчасти для тракторов
12806,Шестерня коническая ведущая/ведомая переднего моста 6/31Т; L=133 мм. главная пара Т-244/404,2,parts,,Запчасти для тракторов
12807,Шестерня коробки передач 34T (КПП) Shifeng/Шифенг,2,parts,,Запчасти для тракторов
12809,Шестерня первичного вала Fengshou FS180,2,parts,,Запчасти для тракторов
12810,"Шестерня 4 и 6 передачи 37/6Т Shifeng 244, Taishan 24",2,parts,,Запчасти для тракторов
12813,Вал карданный переднего моста Уралец (трехцилиндровый) L=785 мм,2,parts,,Запчасти для тракторов
12869,Подрамник Уралец 224 с ГУР,2,parts,,Запчасти для тракторов
12819,Вал корзины (муфты) сцепления Z-6/10 L – 373 мм Уралец 224 с двигателем JD295 (РФ),2,engines,,Запчасти для тракторов
12820,Валик вилки включения переднего моста Уралец 224,2,parts,,Запчасти для тракторов
12824,Втулка шлицевая (муфта) карданного вала Уралец 224 (L=60 мм; 6 шлицов),2,parts,,Запчасти для тракторов
14701,Палец крепежный 125×18,2,parts,,Прочие запчасти
12825,Втулка шлицевая (муфта) карданного вала Уралец 224 (L=70 мм; 15 шлицов),2,parts,,Запчасти для тракторов
12828,Диск сцепления (D=225 мм; 10Т) Уралец 220/224/2200/2204 (РФ),2,parts,,Запчасти для тракторов
13319,Клапан впускной KM385 ВТ,2,parts,,Запчасти для дизелей
12832,Дозатор гидравлический рулевого механизма Уралец 224 (Шлицевой привод),2,parts,,Запчасти для тракторов
12833,Дозатор (Гидрораспределитель Уралец 224 на рулевую колонку) плоский привод (V=50 мл/об),2,parts,,Запчасти для тракторов
12835,Зеркало заднего вида РФ Уралец 220/224 (левое),2,parts,,Запчасти для тракторов
12836,Зеркало заднего вида РФ Уралец 220/224 (правое),2,parts,,Запчасти для тракторов
12837,Комплект прокладок КПП Уралец 160/180/220,2,parts,,Запчасти для тракторов
14284,Ключ в ассортименте,2,parts,,Прочие запчасти
12842,Корпус переднего дифференциала 11/35 зуб. Уралец 224,2,parts,,Запчасти для тракторов
14306,Палец со шплинтом 130х21,2,parts,,Прочие запчасти
12850,Крышка топливного бака РФ Уралец 220; 224; 2200; 2204,2,fuel-system,,Запчасти для тракторов
12851,Лампа Н4 для передних фар,2,parts,,Запчасти для тракторов
12852,"Мост передний полноприводного трактора Уралец 224, 2204",2,parts,,Запчасти для тракторов
19477,Камера 5.00/4.50-10,2,parts,,"Колёса, шины, груза"
12854,Наконечник поворотный для переднего моста с гидроцилиндром Уралец 224 М14,2,parts,,Запчасти для тракторов
12855,Наконечник поворотный левый М16 рулевой тяги с ГУР Уралец 224,2,parts,,Запчасти для тракторов
12856,Наконечник поворотный М14 прямой рулевой тяги с ГУР Уралец 224,2,parts,,Запчасти для тракторов
12857,Наконечник поворотный правый М16 рулевой тяги с ГУР Уралец 224,2,parts,,Запчасти для тракторов
14307,Палец 101х18,2,parts,,Прочие запчасти
12861,Опора качания переднего моста Уралец 224,2,parts,,Запчасти для тракторов
12868,Подрамник Уралец 224 без ГУР,2,parts,,Запчасти для тракторов
12872,Полуось переднего моста 6*6 шлицов; L= 132/318 (шир.шлицов 6 мм),2,parts,,Запчасти для тракторов
13969,Термостат TY290/295,2,parts,,Запчасти для дизелей
12879,Прокладка ступицы переднего колеса Уралец 244,2,parts,,Запчасти для тракторов
12880,Пыльник воздушного фильтра Уралец 224 (гофра),2,filters,,Запчасти для тракторов
12881,Пыльник на гидроцилиндр ГУР Уралец 224 КНР,2,parts,,Запчасти для тракторов
12882,Пыльник универсальный на гидроцилиндр ГУР Уралец 224,2,parts,,Запчасти для тракторов
19478,Камера 5.00/4.50-12,2,parts,,"Колёса, шины, груза"
12885,Редуктор привода переднего моста – раздаточная коробка в сборе TY244/ 254,2,transmission,,Запчасти для тракторов
12889,Рычаг поворотный (Сошка рулевая) Уралец 224 под М12,2,parts,,Запчасти для тракторов
12890,Рычаг поворотный (Сошка рулевая) Уралец 224 под М10,2,parts,,Запчасти для тракторов
13542,Блок цилиндра DLH1100,2,parts,,Запчасти для дизелей
12895,Ступица переднего колеса Уралец 224,2,parts,,Запчасти для тракторов
12896,Ступица переднего колеса Уралец 224 в сборе (фланец 6 шлицов),2,parts,,Запчасти для тракторов
19479,Камера 5.00/4.50R14,2,parts,,"Колёса, шины, груза"
12899,Фланец ступицы переднего колеса Уралец 224 (10 шлицов),2,parts,,Запчасти для тракторов
12900,Фланец ступицы переднего колеса уралец 224 (6 шлицов),2,parts,,Запчасти для тракторов
19480,"Камера 5.50/ 5,00/ 4,50-16",2,parts,,"Колёса, шины, груза"
19481,Камера 6.00-12,2,parts,,"Колёса, шины, груза"
19482,Камера 6.00/5.00-15,2,parts,,"Колёса, шины, груза"
19483,Камера 6.00 / 6.50-16,2,parts,,"Колёса, шины, груза"
19484,Камера 6.00L-12 КАМА,2,parts,,"Колёса, шины, груза"
19485,Камера 6.50/ 6.00-14,2,parts,,"Колёса, шины, груза"
19486,Камера 7.00/6.50-16,2,parts,,"Колёса, шины, груза"
19487,"Камера 7.50-18, 8.00-18",2,parts,,"Колёса, шины, груза"
19488,Камера 7.50-20,2,parts,,"Колёса, шины, груза"
19489,Камера 8.00-18,2,parts,,"Колёса, шины, груза"
19490,Камера 8.3-22/ 9.50-22,2,parts,,"Колёса, шины, груза"
19491,Камера 8.3/7.50-16,2,parts,,"Колёса, шины, груза"
19492,Камера 8.30/7.50-20,2,parts,,"Колёса, шины, груза"
14702,Палец крепежный 125×18,2,parts,,Прочие запчасти
19493,Камера 9.50-16,2,parts,,"Колёса, шины, груза"
19494,Камера 9.50-20,2,parts,,"Колёса, шины, груза"
19495,Камера 9.50-24/ 8.3-24,2,parts,,"Колёса, шины, груза"
19496,Камера 9.50-32,2,parts,,"Колёса, шины, груза"
19497,Диск R12 (покрышка 6.00-12) 4х98 для раздв. колеи Уралец 220/2200 РФ разборный,2,parts,,"Колёса, шины, груза"
19499,Диск R12 разболт. 4х100 для нераздв. колеи разборный,2,parts,,"Колёса, шины, груза"
19500,Диск R12 универсальный (со сплошной проставкой) разборный,2,parts,,"Колёса, шины, груза"
19501,"Диск R14 (покрышка 6,00-14) 5х139,7 полноприводный Уралец 224, 2204 разборный",2,parts,,"Колёса, шины, груза"
19502,Диск R14 универсальный (со сплошной проставкой) разборный,2,parts,,"Колёса, шины, груза"
19503,Диск R16 разборный 5×140 для шины 6.00 / 6.50-16,2,parts,,"Колёса, шины, груза"
19504,"Диск R16 разборный 6х140 для шин 6-16, 6.5-16, 7.5-16 КИТАЙ",2,parts,,"Колёса, шины, груза"
19506,"Диск R16 разборный 6×150 для шины 6.00 / 6.50-16 /7.50-16 JM, DF",2,parts,,"Колёса, шины, груза"
19508,"Диск R24 (покрышка 9,5-24, 11,2-24) 6х165 разборный",2,parts,,"Колёса, шины, груза"
19509,"Диск R24 (покрышка 9,5-24) 6х165",2,parts,,"Колёса, шины, груза"
19510,Обод R12 для разборного диска,2,parts,,"Колёса, шины, груза"
19511,Обод R14 для разборного диска колеса,2,parts,,"Колёса, шины, груза"
19512,Обод R16 для разборного диска колеса,2,parts,,"Колёса, шины, груза"
19513,Проставка треугольная для обода R12 (нераздвижная колея) 4х100,2,parts,,"Колёса, шины, груза"
12945,Барабан 1050 мм. (6 шлицов; d=30мм) пресс-подборщик YK0890,2,parts,,Запчасти для навесного оборудования
12946,"Барабан 1055 мм. (13 шлицов; d=24,5м) пресс-подборщик YK1070",2,parts,,Запчасти для навесного оборудования
12947,"Барабан 1080 мм. (13 шлицов; d=24,5м) пресс-подборщик YK1070",2,parts,,Запчасти для навесного оборудования
12948,"Барабан 1115 мм. (13 шлицов; d=24,5м) пресс-подборщик YK1070",2,parts,,Запчасти для навесного оборудования
14308,Палец 101х20,2,parts,,Прочие запчасти
12949,"Барабан 750 мм со звездочкой 22 зуба, 13 шлицов пресс-подборщик YK0850/YK0870",2,parts,,Запчасти для навесного оборудования
12950,Барабан 750 мм (13 шлицев d=25) пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12951,Барабан 750 мм (6 шлицов; d=25 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12952,Барабан 750 мм (6 шлицов; d=30 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12953,Барабан 770 мм (13 шлицев d=25) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12954,Барабан 770 мм (6 шлицов; d=25) мм пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
13144,Фланец D-75; Z=6 Пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12955,Барабан 770 мм (6 шлицов; d=30 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12956,Барабан 810 мм (13 шлицов; d=25 мм) под подшипник UD206) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12957,Барабан 820 мм (13 шлицов; d=25 мм. Под подшипник CS 205) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12958,Барабан 820 мм (16 шлицов; d=30 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12959,Барабан 820 мм (6 шлицов; d=25 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12960,Барабан 820 мм (6 шлицов; d=30 мм) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
13193,Замок оборотного плуга 2L-220 (правый),2,parts,,Запчасти для навесного оборудования
12961,Барабан 990 мм (6 шлицов; d=30 мм) пресс-подборщик YK0890,2,parts,,Запчасти для навесного оборудования
12962,Болт барашковый для крепления облицовки пресс-подборщика YK 0850/ 0870/ 0890,2,parts,,Запчасти для навесного оборудования
12963,Болт М6х30 + гайка М6 (закаленные) пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12964,Болт М8х25 + гайка М8 самоконтр. (закаленные) пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12965,Вал под пружины 6 витков (6мм) D=33 мм пресс-подборщика YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12966,Вал под пружины 6 витков (6мм) D=33 мм пресс-подборщика YK1070,2,parts,,Запчасти для навесного оборудования
13145,Фланец D-90; Z=13 Пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12967,Вал под пружины 6 витков (6мм) D=34 мм пресс-подборщика YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12968,Вал под пружины 6 витков (6мм) D=34 мм пресс-подборщика YK0890,2,parts,,Запчасти для навесного оборудования
12969,Вал приводной редуктора нити пресс-подборщика,2,parts,,Запчасти для навесного оборудования
12970,Вал редуктора пресс-подборщика YK0850/ YK0870 (13/10 шлицов),2,parts,,Запчасти для навесного оборудования
12971,Вал редуктора пресс-подборщика YK0850/ YK0870 (13/13 шлицов),2,parts,,Запчасти для навесного оборудования
12972,Вал редуктора пресс-подборщика YK0850/ YK0870 (6 шлицов),2,parts,,Запчасти для навесного оборудования
12985,Втулка 25х40х22 (“В”) пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12973,Вал редуктора пресс-подборщика YK0890 оранж (6 шлицов),2,parts,,Запчасти для навесного оборудования
12974,Вал редуктора пресс-подборщика YK1070 (13/10 шлицов),2,parts,,Запчасти для навесного оборудования
12975,Вал червячный редуктора нити пресс-подборщика,2,parts,,Запчасти для навесного оборудования
12976,Вал червячный редуктора нити пресс-подборщика желт.,2,parts,,Запчасти для навесного оборудования
12977,Ведущий диск пресс-подборщик 4 отв. YK0850/YK0870/ 0890 / 910 / 1070,2,parts,,Запчасти для навесного оборудования
12978,Ведущий диск пресс-подборщик 5 отв. YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12986,Входной Вал пресс подборщика YK0850/0870 под шпонку (6 шлицов),2,parts,,Запчасти для навесного оборудования
12979,Винт регулировочный пружины механизма подбора пресс-подборщика в сборе,2,parts,,Запчасти для навесного оборудования
12980,Втулка вала под пружины (D=33 мм) пресс подборщика YK0850/ 0870/ 0890,2,parts,,Запчасти для навесного оборудования
12981,Втулка вала под пружины (D=35мм) пресс подборщика YK0850/ 0870/ 0890,2,parts,,Запчасти для навесного оборудования
12982,Втулка дистанционная сборочного аппарата пресс-подборщика YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12983,Втулка пластиковая 25х32х15 пресс-подборщик YK0850/0870,2,parts,,Запчасти для навесного оборудования
12984,Втулка 25х40х16 (“А”) барабана пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
14309,Палец 105х18,2,parts,,Прочие запчасти
12987,Входной Вал пресс подборщика YK0850/0870 под шпонку (8 шлицов),2,parts,,Запчасти для навесного оборудования
12988,Входной Вал пресс подборщика YK0850/0870 шлицевой (6/13 шлицов),2,parts,,Запчасти для навесного оборудования
12989,Выключатель концевой пресс-подборщик YK0850/ YK0870,2,parts,,Запчасти для навесного оборудования
12990,Выключатель концевой пресс-подборщик YK0850/ 0870/ 0890 (МЕ – 8108) (нового образца),2,parts,,Запчасти для навесного оборудования
12991,Гайка колеса пресс-подборщика (комплект),2,parts,,Запчасти для навесного оборудования
12992,Гидроцилиндр (без РВД и штуцеров) пресс-подборщик YK0850 / YK0870 / YK0890/ RXYK-9010,2,parts,,Запчасти для навесного оборудования
13194,Колесо плуга 1L-220/ 320 (без стремянок),2,parts,,Запчасти для навесного оборудования
12993,Грабли ворошилки на пресс подборщик навесные,2,parts,,Запчасти для навесного оборудования
12994,Граблина пресс-подборщика YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12995,Диск боковой сборочного аппарата пресс подборщика YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
12997,Диск в сборе оранж. пресс-подборщик YK0850/YK0870 (D внут = 52 мм),2,parts,,Запчасти для навесного оборудования
12998,Дуга (пластина) пресс-подборщик тюковый RXFK2060 (толщина 2мм),2,parts,,Запчасти для навесного оборудования
12999,"Дуга – 1 мм. (пластина, полоз, скат) пресс-подборщик YK0850/YK0870",2,parts,,Запчасти для навесного оборудования
13000,"Дуга – 2 мм. (пластина, полоз, скат) пресс-подборщик YK0850/YK0870/YK0890",2,parts,,Запчасти для навесного оборудования
13001,Замок бокового щитка оранжевого пресс-подборщика (комплект 2 шт) YK0850/ 0870/ 0890,2,parts,,Запчасти для навесного оборудования
13002,Замок цепи К крупной на пресс-подборщик и навесную щетку (звено соединительное),2,parts,,Запчасти для навесного оборудования
13003,Замок цепи пресс-подборщик YK0850/YK0870 (звено соединительное),2,parts,,Запчасти для навесного оборудования
13004,Замок цепи усиленной пресс-подборщик YK0850/YK0870 (звено соединительное),2,parts,,Запчасти для навесного оборудования
13005,"Замок цепи 12,7 (звено соединительное)",2,parts,,Запчасти для навесного оборудования
13006,Защитный кожух в сборе пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
13007,Защитный кожух пресс-подборщик YK0850/YK0870,2,parts,,Запчасти для навесного оборудования
13008,Звездочка насоса гидравлики пресс-подборщика YK0850/YK0870/0890,2,pumps,,Запчасти для навесного оборудования
13009,Звездочка 13 зубьев пресс-подборщик YK0850/YK0870 (Диаметр под фланец 90 мм.),2,parts,,Запчасти для навесного оборудования
