title,url,brand,category,stock,article,price,image_url,description
Диск сцепления основной (фередо) Foton 200/244/254/250/204/240 ДТЗ,https://zip-agro.ru/disk-stsepleniya-osnovnoj-feredo-foton-200244254250204240-dtz,Foton,Запчасти,В наличии,FT250.21B.017,1660.60,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0b4d0b8d181d0ba-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-d0bed181d0bdd0bed0b2d0bdd0bed0b9-d184d0b5d180d0b5d0b4d0be-foton-200-244-254-250-204-240_60e41acd86572-170x170.jpeg,"Диск сцепления основной (фередо) FT 244 254 250 204 240 200 / ДТЗ
Z-16
                             .."
Диск сцепления основной (фередо) Foton 354/450/454/504 ДТЗ 454/504,https://zip-agro.ru/disk-stsepleniya-osnovnoj-feredo-foton-354450454504-dtz-454504,Foton,Запчасти,В наличии,FT400.21B.014,2214.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b4d0b8d181d0ba-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-d0bed181d0bdd0bed0b2d0bdd0bed0b9-d184d0b5d180d0b5d0b4d0be-foton-354-450-454-504-d0b4_60e41ad325bc6-170x170.jpeg,"Диск сцепления основной (фередо) Foton 354/450/454/504 ДТЗ 454/504
Диаметр наружный (мм) — 250
Диаме.."
Диск тормозной Foton 354/404,https://zip-agro.ru/disk-tormoznoj-foton-354404,Foton,Запчасти,В наличии,FT300.43.011,1730.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0b4d0b8d181d0ba-d182d0bed180d0bcd0bed0b7d0bdd0bed0b9-foton-354-404_60e41ad89b69e-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Дифференциал в сборе Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/differentsial-v-sbore-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.013,8995.30,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bb-d0b2-d181d0b1d0bed180d0b5-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41addcacd1-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Дифференциал в сборе левый Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/differentsial-v-sbore-levyj-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.022,4725.35,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bb-d0b2-d181d0b1d0bed180d0b5-d0bbd0b5d0b2d18bd0b9-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41ae40bcf1-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Замок зажигания (LOVOL) Foton 244,https://zip-agro.ru/zamok-zagiganiya-lovol-foton-244,Foton,Запчасти,В наличии,,1752.60,https://zip-agro.ru/image/cache/catalog/zapshasti/3/40915-1-170x170.jpg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Замок зажигания Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/zamok-zagiganiya-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT300.48.064(J),1690.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0b7d0b0d0bcd0bed0ba-d0b7d0b0d0b6d0b8d0b3d0b0d0bdd0b8d18f-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41ae8eea54-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Кардан Foton 244, Jinma 244/264",https://zip-agro.ru/kardan-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT254.42F.114,3044.05,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad0b0d180d0b4d0b0d0bd-foton-244-jinma-244-264_60e41aee8980a-170x170.jpeg,"Кардан Foton 244, Jinma 244/264
Длина (мм) — 615
Диаметр (мм) — 25
Кол-во шлицов/диаметр, тонкая час.."
"Кнопка включения света Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/knopka-vklyucheniya-sveta-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.48E.039,882.05,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad0bdd0bed0bfd0bad0b0-d0b2d0bad0bbd18ed187d0b5d0bdd0b8d18f-d181d0b2d0b5d182d0b0-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41af3763d1-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Кнопка переключения поворотов Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/knopka-pereklyucheniya-povorotov-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.48.038,1164.95,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad0bdd0bed0bfd0bad0b0-d0bfd0b5d180d0b5d0bad0bbd18ed187d0b5d0bdd0b8d18f-d0bfd0bed0b2d0bed180d0bed182d0bed0b2-foton-244-d0b4d182d0b7-244_60e41af86b1a1-170x170.jpeg,"Кнопка переключения поворотов  Foton 244, ДТЗ 244, Jinma 244/264
                                   .."
"Колено глушителя поворотное Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/koleno-glushitelya-povorotnoe-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.22B.111,1681.30,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bad0bed0bbd0b5d0bdd0be-d0b3d0bbd183d188d0b8d182d0b5d0bbd18f-d0bfd0bed0b2d0bed180d0bed182d0bdd0bed0b5-foton-244-d0b4d182d0b7-244-jinma-244-26_60e41afeca567-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Колодки тормозные в сборе Foton 244, Jinma 244/264",https://zip-agro.ru/kolodki-tormoznye-v-sbore-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT250.43.012,1520.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad0bed0bbd0bed0b4d0bad0b8-d182d0bed180d0bcd0bed0b7d0bdd18bd0b5-d0b2-d181d0b1d0bed180d0b5-foton-244-jinma-244-264_60e41b03cbecf-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Кольцо стопорное КМ385ВТ DongFeng 240/244, Foton 240/244, Jinma 240/244",https://zip-agro.ru/koltso-stopornoe-km385vt-dongfeng-240244-foton-240244-jinma-240244,Foton,Запчасти,В наличии,GB893.1-86D2,51.75,https://zip-agro.ru/image/cache/catalog/zapshasti/7/7464-1-170x170.JPEG,"Кольцо стопорное КМ385ВТ (DongFeng 240/244, Foton 240/244, Jinma 240/244)
Диаметр (мм) — 30
Вес (гр..."
Корпус блокировки Foton 240/244,https://zip-agro.ru/korpus-blokirovki-foton-240244,Foton,Запчасти,В наличии,FT250.37.254,915.40,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad0bed180d0bfd183d181-d0b1d0bbd0bed0bad0b8d180d0bed0b2d0bad0b8-foton-240-244_60e41b08b2c1c-170x170.jpeg,"Корпус блокировки Foton 240/244
Длина (мм) — 130
Ширина (мм) — 22
Вес (гр.) — 370
                  .."
Корпус выжимного подшипника Foton 354/404,https://zip-agro.ru/korpus-vygimnogo-podshipnika-foton-354404,Foton,Запчасти,В наличии,TE300.212B-01,2144.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad0bed180d0bfd183d181-d0b2d18bd0b6d0b8d0bcd0bdd0bed0b3d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-foton-354-404_60e41b0e4cf51-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус гидроподъемника Foton 240/254,https://zip-agro.ru/korpus-gidropodaemnika-foton-240254,Foton,Запчасти,В наличии,TE250.55.101,16408.20,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad0bed180d0bfd183d181-d0b3d0b8d0b4d180d0bed0bfd0bed0b4d18ad0b5d0bcd0bdd0b8d0bad0b0-foton-240-254_60e41b13354e9-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Корпус дифференциала Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/korpus-differentsiala-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.197,2241.35,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad0bed180d0bfd183d181-d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bbd0b0-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41b198e39b-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус дифференциала передний Foton 244,https://zip-agro.ru/korpus-differentsiala-perednij-foton-244,Foton,Запчасти,В наличии,FT254.31F.149,2489.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad0bed180d0bfd183d181-d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bbd0b0-d0bfd0b5d180d0b5d0b4d0bdd0b8d0b9-foton-244_60e41b1fedca8-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Корпус заднего подшипника вторичного вала КПП Foton 244, Jinma 244/264",https://zip-agro.ru/korpus-zadnego-podshipnika-vtorichnogo-vala-kpp-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.121,941.85,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad0bed180d0bfd183d181-d0b7d0b0d0b4d0bdd0b5d0b3d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0b2d182d0bed180d0b8d187d0bdd0bed0b3_60e41b24b5f33-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус переднего подшипника раздаточной коробки Foton 240/244,https://zip-agro.ru/korpus-perednego-podshipnika-razdatochnoj-korobki-foton-240244,Foton,Запчасти,В наличии,,572.70,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0bad0bed180d0bfd183d181-d0bfd0b5d180d0b5d0b4d0bdd0b5d0b3d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d180d0b0d0b7d0b4d0b0d182d0be_60e41b2979d1e-170x170.jpeg,"Корпус переднего подшипника раздаточной коробки Foton 240/244
Диаметр крепежных отверстий (мм) — 10,.."
"Корпус подшипника первичного вала Foton 244, Jinma 244/264",https://zip-agro.ru/korpus-podshipnika-pervichnogo-vala-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.128,905.05,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad0bed180d0bfd183d181-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0bfd0b5d180d0b2d0b8d187d0bdd0bed0b3d0be-d0b2d0b0d0bbd0b0-foton-244-jinma_60e41b2fa5d5b-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус раздаточной коробки (тип 2) Foton 244,https://zip-agro.ru/korpus-razdatochnoj-korobki-tip-2-foton-244,Foton,Запчасти,В наличии,TE254.421A.1-01,7172.55,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad0bed180d0bfd183d181-d180d0b0d0b7d0b4d0b0d182d0bed187d0bdd0bed0b9-d0bad0bed180d0bed0b1d0bad0b8-d182d0b8d0bf-2-foton-244_60e41b347fd1f-170x170.jpeg,"Корпус раздаточной коробки (тип 2) Foton 244
Межболтовое расстояние (мм) — 98 * 130
Диаметр (мм) — 6.."
Корпус раздаточной коробки Foton 244,https://zip-agro.ru/korpus-razdatochnoj-korobki-foton-244,Foton,Запчасти,В наличии,FT254.42.101,7511.80,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad0bed180d0bfd183d181-d180d0b0d0b7d0b4d0b0d182d0bed187d0bdd0bed0b9-d0bad0bed180d0bed0b1d0bad0b8-foton-244_60e41b3ac5fa5-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус раздаточной коробки Foton 354/404,https://zip-agro.ru/korpus-razdatochnoj-korobki-foton-354404,Foton,Запчасти,В наличии,FT304.42F.101,6975.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad0bed180d0bfd183d181-d180d0b0d0b7d0b4d0b0d182d0bed187d0bdd0bed0b9-d0bad0bed180d0bed0b1d0bad0b8-foton-354-404_60e41b403ee57-170x170.jpeg,"Корпус раздаточной коробки Foton 354/404
                                                           .."
Корпус сцепления со стороны КПП Foton 250/254,https://zip-agro.ru/korpus-stsepleniya-so-storony-kpp-foton-250254,Foton,Запчасти,В наличии,FT250.36.101,34033.10,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad0bed180d0bfd183d181-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-d181d0be-d181d182d0bed180d0bed0bdd18b-d0bad0bfd0bf-foton-250-254_60e41b4777a1a-170x170.png,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Корпус тормозного механизма Foton 244, Jinma 244/264",https://zip-agro.ru/korpus-tormoznogo-mehanizma-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT250.43.121,2352.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad0bed180d0bfd183d181-d182d0bed180d0bcd0bed0b7d0bdd0bed0b3d0be-d0bcd0b5d185d0b0d0bdd0b8d0b7d0bcd0b0-foton-244-jinma-244-264_60e41b4dc6d3b-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Корпус цапфы переднего моста Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/korpus-tsapfy-perednego-mosta-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT254.31F.121,4963.40,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad0bed180d0bfd183d181-d186d0b0d0bfd184d18b-d0bfd0b5d180d0b5d0b4d0bdd0b5d0b3d0be-d0bcd0bed181d182d0b0-foton-244-d0b4d182d0b7-244-jinma-244-2_60e41b52bea4a-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Корпус цапфы правый Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/korpus-tsapfy-pravyj-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT254.31F.155,7901.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad0bed180d0bfd183d181-d186d0b0d0bfd184d18b-d0bfd180d0b0d0b2d18bd0b9-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41b57c5c23-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Кронштейн масляного фильтра с клапаном тип3 КМ385ВТ DongFeng 240/244, Foton 240/244, Jinma 240/244/4",https://zip-agro.ru/kronshtejn-maslyanogo-filtra-s-klapanom-tip3-km385vt-dongfeng-240244-foton-240244-jinma-2402444,Foton,Запчасти,В наличии,40478,1600.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0bad180d0bed0bdd188d182d0b5d0b9d0bd-d0bcd0b0d181d0bbd18fd0bdd0bed0b3d0be-d184d0b8d0bbd18cd182d180d0b0-d181-d0bad0bbd0b0d0bfd0b0d0bd_60e42b602e163-170x170.jpeg,"Кронштейн масляного фильтра с клапаном тип3 КМ385ВТ DongFeng 240/244, Foton 240/244, Jinma 240/244/4.."
Кронштейн планетарный конечной передачи Foton 354/404,https://zip-agro.ru/kronshtejn-planetarnyj-konechnoj-peredachi-foton-354404,Foton,Запчасти,В наличии,FT300.39.104,4427.50,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad180d0bed0bdd188d182d0b5d0b8d0bd-d0bfd0bbd0b0d0bdd0b5d182d0b0d180d0bdd18bd0b9-d0bad0bed0bdd0b5d187d0bdd0bed0b9-d0bfd0b5d180d0b5_60e41b5cd8056-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Кронштейн тяги ограничительной левый Foton 240,https://zip-agro.ru/kronshtejn-tyagi-ogranichitelnoj-levyj-foton-240,Foton,Запчасти,В наличии,FT250.56.018,2214.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad180d0bed0bdd188d182d0b5d0b9d0bd-d182d18fd0b3d0b8-d0bed0b3d180d0b0d0bdd0b8d187d0b8d182d0b5d0bbd18cd0bdd0bed0b9-d0bbd0b5d0b2d18b_60e41b61cbdd3-170x170.jpeg,"Кронштейн тяги ограничительной левый Foton 240
Межболтовое расстояние (мм) — 80 * 95
Вес (гр.) — 332.."
Кронштейн тяги ограничительной правый (навесного мех-ма) Foton 240,https://zip-agro.ru/kronshtejn-tyagi-ogranichitelnoj-pravyj-navesnogo-meh-ma-foton-240,Foton,Запчасти,В наличии,FT250.56.015,2214.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad180d0bed0bdd188d182d0b5d0b9d0bd-d182d18fd0b3d0b8-d0bed0b3d180d0b0d0bdd0b8d187d0b8d182d0b5d0bbd18cd0bdd0bed0b9-d0bfd180d0b0d0b2_60e41b6811d3c-170x170.jpeg,"Кронштейн тяги ограничительной правый (навесного мех-ма) Foton 240
Межболтовое расстояние (мм) — 80 .."
"Крышка коробки передач в сборе Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/kryshka-korobki-peredach-v-sbore-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.016,7901.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad180d18bd188d0bad0b0-d0bad0bed180d0bed0b1d0bad0b8-d0bfd0b5d180d0b5d0b4d0b0d187-d0b2-d181d0b1d0bed180d0b5-foton-244-d0b4d182d0b7-244-jinm_60e41b6e3e10e-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Крышка корпуса вертикального вала Foton 244, Jinma 244/264",https://zip-agro.ru/kryshka-korpusa-vertikalnogo-vala-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT254.31F.105,1031.55,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad180d18bd188d0bad0b0-d0bad0bed180d0bfd183d181d0b0-d0b2d0b5d180d182d0b8d0bad0b0d0bbd18cd0bdd0bed0b3d0be-d0b2d0b0d0bbd0b0-foton-244-jinma_60e41b73b6233-170x170.jpeg,"Крышка корпуса вертикального вала Foton 244, Jinma 244/264
Высота пальца (мм) — 35
Диаметр пальца (м.."
Крышка опоры поворотного кулака нижняя Foton 240/244,https://zip-agro.ru/kryshka-opory-povorotnogo-kulaka-nignyaya-foton-240244,Foton,Запчасти,В наличии,FT254.31F.116,1196.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad180d18bd188d0bad0b0-d0bed0bfd0bed180d18b-d0bfd0bed0b2d0bed180d0bed182d0bdd0bed0b3d0be-d0bad183d0bbd0b0d0bad0b0-d0bdd0b8d0b6d0bd_60e41b795e3bb-170x170.jpeg,"Крышка опоры поворотного кулака нижняя Foton 240/244
Диаметр наружный (мм) — 95
Диаметр проточки (мм.."
"Крышка подшипника ВОМ Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/kryshka-podshipnika-vom-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.41.104,1097.10,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad180d18bd188d0bad0b0-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0b2d0bed0bc-foton-244-d0b4d182d0b7-244-jinma-244-264_60e41b7f4021c-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Крышка подшипника вторичного вала КПП Foton 244, ДТЗ 244, Jinma 244/264",https://zip-agro.ru/kryshka-podshipnika-vtorichnogo-vala-kpp-foton-244-dtz-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.126,1084.45,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad180d18bd188d0bad0b0-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0b2d182d0bed180d0b8d187d0bdd0bed0b3d0be-d0b2d0b0d0bbd0b0-d0bad0bf_60e41b8419db6-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Крышка подшипника полуоси Foton 244, Jinma 244/264",https://zip-agro.ru/kryshka-podshipnika-poluosi-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT250.37.214,1116.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad180d18bd188d0bad0b0-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0bfd0bed0bbd183d0bed181d0b8-foton-244-jinma-244-264_60e41b88e5793-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Крышка подъемника задняя диаметр 69 мм Foton 240/244,https://zip-agro.ru/kryshka-podaemnika-zadnyaya-diametr-69-mm-foton-240244,Foton,Запчасти,В наличии,FTTE250.55.015,1937.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bad180d18bd188d0bad0b0-d0bfd0bed0b4d18ad0b5d0bcd0bdd0b8d0bad0b0-d0b7d0b0d0b4d0bdd18fd18f-d-69-foton-240-244_60e41b8dcd82f-170x170.jpeg,"Крышка подъемника задняя Foton 240/244
Габариты площадки (мм) — 140 * 150
Высота (мм) — 100
Вес (гр..."
Крышка радиатора Foton 240/244,https://zip-agro.ru/kryshka-radiatora-foton-240244,Foton,Запчасти,В наличии,FT250.13.010,460.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad180d18bd188d0bad0b0-d180d0b0d0b4d0b8d0b0d182d0bed180d0b0-foton-240-244_60e41b9432b3d-170x170.jpeg,"Крышка радиатора Foton 240/244
Вес (гр.) —
                                                         .."
Крышка ступицы заднего колеса Foton 244,https://zip-agro.ru/kryshka-stupitsy-zadnego-kolesa-foton-244,Foton,Запчасти,В наличии,FT250.34.103,1116.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad180d18bd188d0bad0b0-d181d182d183d0bfd0b8d186d18b-d0b7d0b0d0b4d0bdd0b5d0b3d0be-d0bad0bed0bbd0b5d181d0b0-foton-244_60e41b99e4dd3-170x170.jpeg,"Крышка ступицы заднего колеса Foton 244
Габариты Д*Ш*В (мм) — 107 * 71 * 41
Межболтовое расстояние (.."
Крышка топливного бака (наружная резьба) Foton 250/254,https://zip-agro.ru/kryshka-toplivnogo-baka-narugnaya-rezba-foton-250254,Foton,Запчасти,В наличии,FTTD800.501A.1.,706.10,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bad180d18bd188d0bad0b0-d182d0bed0bfd0bbd0b8d0b2d0bdd0bed0b3d0be-d0b1d0b0d0bad0b0-d0bdd0b0d180d183d0b6d0bdd0b0d18f-d180d0b5d0b7d18c_60e41ba06e89a-170x170.jpeg,"Крышка топливного бака (наружная резьба) Foton 250/254
Диаметр по резьбе (мм) — 69
Диаметр внутри (м.."
Крышка топливного бака Foton 250/254,https://zip-agro.ru/kryshka-toplivnogo-baka-foton-250254,Foton,Запчасти,В наличии,10419ТР,618.70,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad180d18bd188d0bad0b0-d182d0bed0bfd0bbd0b8d0b2d0bdd0bed0b3d0be-d0b1d0b0d0bad0b0-foton-250-254_60e41ba5dab58-170x170.jpeg,"Крышка топливного бака Foton 250/254
Диаметр внутри (мм) — 70
Высота (мм) — 25
Вес (гр.) — 80
      .."
"Крышка шестерни конечной передачи переднего моста Foton 244, Jinma 244/264",https://zip-agro.ru/kryshka-shesterni-konechnoj-peredachi-perednego-mosta-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT254.31F.109,3026.80,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad180d18bd188d0bad0b0-d188d0b5d181d182d0b5d180d0bdd0b8-d0bad0bed0bdd0b5d187d0bdd0bed0b9-d0bfd0b5d180d0b5d0b4d0b0d187d0b8-d0bfd0b5_60e41bab4cbe8-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Кулиса рычага переключения передач Foton 240/244,https://zip-agro.ru/kulisa-rychaga-pereklyucheniya-peredach-foton-240244,Foton,Запчасти,В наличии,FT250.37.185,419.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad183d0bbd0b8d181d0b0-d180d18bd187d0b0d0b3d0b0-d0bfd0b5d180d0b5d0bad0bbd18ed187d0b5d0bdd0b8d18f-d0bfd0b5d180d0b5d0b4d0b0d187-foton-240_60e41bb03e06a-170x170.jpeg,"Кулиса рычага переключения передач Foton 240/244
Длина (мм) — 87
Ширина (мм) — 57
Толщина (мм) — 3,8.."
Лапка выжима сцепления дополнительная Foton 354/404,https://zip-agro.ru/lapka-vygima-stsepleniya-dopolnitelnaya-foton-354404,Foton,Запчасти,В наличии,400.21B.106,435.85,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bbd0b0d0bfd0bad0b0-d0b2d18bd0b6d0b8d0bcd0b0-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-d0b4d0bed0bfd0bed0bbd0bdd0b8d182d0b5d0bbd18cd0bd_60e41bb5264ab-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Лапка выжима сцепления основная Foton 354/404,https://zip-agro.ru/lapka-vygima-stsepleniya-osnovnaya-foton-354404,Foton,Запчасти,В наличии,FT400.21B.107,607.20,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bbd0b0d0bfd0bad0b0-d0b2d18bd0b6d0b8d0bcd0b0-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-d0bed181d0bdd0bed0b2d0bdd0b0d18f-foton-354-404_60e41bba056b9-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
"Муфта (втулка) карданного вала средняя Foton 244, Jinma 244/264",https://zip-agro.ru/mufta-vtulka-kardannogo-vala-srednyaya-foton-244-jinma-244264,Foton,Запчасти,В наличии,FT254.42F.110,961.40,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bcd183d184d182d0b0-d0b2d182d183d0bbd0bad0b0-d0bad0b0d180d0b4d0b0d0bdd0bdd0bed0b3d0be-d0b2d0b0d0bbd0b0-d181d180d0b5d0b4d0bdd18fd18f-f_60e41bbf647a8-170x170.jpeg,"Муфта (втулка) карданного вала средняя Foton 244, Jinma 244/264
Длина (мм) — 69
Диаметр (мм) — 34 / .."
