title,url,brand,category,stock,article,price,image_url,description
Втулка регулировочная горизонтально вала Xingtai 120/220,https://zip-agro.ru/vtulka-regulirovochnaya-gorizontalno-vala-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.40.108,1230.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0b2d182d183d0bbd0bad0b0-d180d0b5d0b3d183d0bbd0b8d180d0bed0b2d0bed187d0bdd0b0d18f-d0b3d0bed180d0b8d0b7d0bed0bdd182d0b0d0bbd18cd0bdd0be_60e41b6d0e16b-170x170.jpeg,"Втулка регулировочная горизонтально вала Xingtai 120/220
Диаметр (мм) — 32/25
Высота (мм) — 78
Ве.."
Втулка цапфы Xingtai 120/220,https://zip-agro.ru/vtulka-tsapfy-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.31.118,299.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0b2d182d183d0bbd0bad0b0-d186d0b0d0bfd184d18b-xingtai-120-220_60e41b7205ba9-170x170.jpeg,"Втулка цапфы Xingtai 120/220
Диаметр внутренний/наружный (мм) — 30/35
Высота (мм) — 30
Вес (гр.) .."
Втулка шестерни заднего хода Xingtai,https://zip-agro.ru/vtulka-shesterni-zadnego-hoda-xingtai,Xingtai/Уралец,Запчасти,В наличии,10.37.189,470.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0b2d182d183d0bbd0bad0b0-d188d0b5d181d182d0b5d180d0bdd0b8-d0b7d0b0d0b4d0bdd0b5d0b3d0be-d185d0bed0b4d0b0-xingtai_60e41b76d5b01-170x170.jpeg,"Втулка шестерни заднего хода Xingtai
Диаметр внутренний/наружный (мм) — 20/25
Длина (мм) — 46
Вес.."
Втулка шлицевая подвижная ВОМ Xingtai 120/220,https://zip-agro.ru/vtulka-shlitsevaya-podvignaya-vom-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.37.211-1,1060.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b2d182d183d0bbd0bad0b0-d188d0bbd0b8d186d0b5d0b2d0b0d18f-d0bfd0bed0b4d0b2d0b8d0b6d0bdd0b0d18f-d0b2d0bed0bc-xingtai-120-220_60e41fd97debf-170x170.jpeg,"Втулка шлицевая подвижная ВОМ Xingtai 120/220
Диаметр (мм) — 36
Количество шлицов (шт.) — 15/d21
Выс.."
Выключатель массы Xingtai 24В,https://zip-agro.ru/vyklyuchatel-massy-xingtai-24v,Xingtai/Уралец,Запчасти,В наличии,15487ТР,730.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0b2d18bd0bad0bbd18ed187d0b0d182d0b5d0bbd18c-d0bcd0b0d181d181d18b-xingtai-24d0b2_60e41ab55bfb0-170x170.jpeg,"Выключатель массы Хingtai 24В
Межболтовое расстояние (мм) — 64
Расстояние по центрам шпилек (мм) —.."
Генератор в сборе Xingtai 160,https://zip-agro.ru/generator-v-sbore-xingtai-160,Xingtai/Уралец,Запчасти,В наличии,,7300.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0b3d0b5d0bdd0b5d180d0b0d182d0bed180-d0b2-d181d0b1d0bed180d0b5-xingtai-160_60e41b7bcfcfb-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Гидронавесной механизм в сборе Xingtai 120/220,https://zip-agro.ru/gidronavesnoj-mehanizm-v-sbore-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.56.001,9400.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b3d0b8d0b4d180d0bed0bdd0b0d0b2d0b5d181d0bdd0bed0b9-d0bcd0b5d185d0b0d0bdd0b8d0b7d0bc-d0b2-d181d0b1d0bed180d0b5-xingtai-120-220_60e41b80b18e1-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Глушитель Xingtai 120/220,https://zip-agro.ru/glushitel-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,,3440.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b3d0bbd183d188d0b8d182d0b5d0bbd18c-xingtai-120-220_60e41b8ab000a-170x170.jpeg,"Глушитель Xingtai 120/220
Общая высота (мм) — 940
Количество крепежных болтов (шт.) — 4
Вес (гр.).."
Глушитель в сборе Xingtai 120,https://zip-agro.ru/glushitel-v-sbore-xingtai-120,Xingtai/Уралец,Запчасти,В наличии,12A.02.200Y,4300.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0b3d0bbd183d188d0b8d182d0b5d0bbd18c-d0b2-d181d0b1d0bed180d0b5-xingtai-120_60e41b8fefb14-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Глушитель в сборе Xingtai 220,https://zip-agro.ru/glushitel-v-sbore-xingtai-220,Xingtai/Уралец,Запчасти,В наличии,12A.02.200Y,3400.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0b3d0bbd183d188d0b8d182d0b5d0bbd18c-d0b2-d181d0b1d0bed180d0b5-xingtai-220_60e41b953d414-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Гнездо подшипника Xingtai 240/244,https://zip-agro.ru/gnezdo-podshipnika-xingtai-240244,Xingtai/Уралец,Запчасти,В наличии,150.37.207,1850.35,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b3d0bdd0b5d0b7d0b4d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-xingtai-240-244_60e41b9acf6c0-170x170.jpeg,"Гнездо подшипника Xingtai 240/244
Диаметр внутренний/наружный (мм) — 80/90
Высота (мм) — 106
Вес (гр.."
Головка включения/выключения ВОМ Xingtai 120,https://zip-agro.ru/golovka-vklyucheniyavyklyucheniya-vom-xingtai-120,Xingtai/Уралец,Запчасти,В наличии,XT14.21.103,253.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0b3d0bed0bbd0bed0b2d0bad0b0-d0b2d0bad0bbd18ed187d0b5d0bdd0b8d18f-d0b2d18bd0bad0bbd18ed187d0b5d0bdd0b8d18f-d0b2d0bed0bc-xingtai-120_60e41b9fd6a5e-170x170.jpeg,"Головка включения/выключения ВОМ XT120
Длина (мм) — 40
Диаметр (мм) — 8
Ширина лопакти (мм) — 16
Тол.."
Головка включения/выключения ВОМ Xingtai 120/220,https://zip-agro.ru/golovka-vklyucheniyavyklyucheniya-vom-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.37.218,645.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0b3d0bed0bbd0bed0b2d0bad0b0-d0b2d0bad0bbd18ed187d0b5d0bdd0b8d18f-d0b2d18bd0bad0bbd18ed187d0b5d0bdd0b8d18f-d0b2d0bed0bc-xingtai-120-220_60e41ba53ab37-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Датчик давления масла Xingtai,https://zip-agro.ru/datchik-davleniya-masla-xingtai,Xingtai/Уралец,Запчасти,В наличии,,607.20,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0b4d0b0d182d187d0b8d0ba-d0b4d0b0d0b2d0bbd0b5d0bdd0b8d18f-d0bcd0b0d181d0bbd0b0-xingtai_60e41baa0fb77-170x170.jpeg,"Датчик давления масла Xingtai 
Диаметр (мм) — 53
Межболтовое (мм) — 38
Диаметр выхода на датчик (мм).."
Датчик температуры охлаждающей жидкости Xingtai,https://zip-agro.ru/datchik-temperatury-ohlagdayuschej-gidkosti-xingtai,Xingtai/Уралец,Запчасти,В наличии,,870.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0b4d0b0d182d187d0b8d0ba-d182d0b5d0bcd0bfd0b5d180d0b0d182d183d180d18b-d0bed185d0bbd0b0d0b6d0b4d0b0d18ed189d0b5d0b9-d0b6d0b8d0b4d0ba_60e41bb07c8fa-170x170.jpeg,"Датчик температуры охлаждающей жидкости Xingtai
Диаметр наружный (мм) — 54
Вес (гр.) — 115
      .."
Датчик уровня топлива Xingtai 220,https://zip-agro.ru/datchik-urovnya-topliva-xingtai-220,Xingtai/Уралец,Запчасти,В наличии,50139,831.45,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0b4d0b0d182d187d0b8d0ba-d183d180d0bed0b2d0bdd18f-d182d0bed0bfd0bbd0b8d0b2d0b0-xingtai-220_60e41bb55f3ac-170x170.jpeg,"Датчик уровня топлива Xingtai 220
                                                            
     .."
Диск нажимной сцепления Xingtai 120,https://zip-agro.ru/disk-nagimnoj-stsepleniya-xingtai-120,Xingtai/Уралец,Запчасти,В наличии,10T.43.014,1291.45,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0b4d0b8d181d0ba-d0bdd0b0d0b6d0b8d0bcd0bdd0bed0b9-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-xingtai-120_60e41bbc735c6-170x170.jpeg,"Диск нажимной сцепления Xingtai 120
Диаметр внутренний / наружный (мм) — 135 / 200
Высота (мм) — 40
.."
Диск сцепления Xingtai 120/220,https://zip-agro.ru/disk-stsepleniya-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10.21.011,1700.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0b4d0b8d181d0ba-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-xingtai-120-220_60e41bc15b185-170x170.jpeg,"Диск сцепления Xingtai 120/220
Диаметр наружный (мм) — 200
Диаметр по шлицам (мм) — 21,5 / 25
Кол.."
Диск сцепления Xingtai 240/244,https://zip-agro.ru/disk-stsepleniya-xingtai-240244,Xingtai/Уралец,Запчасти,В наличии,150.21.015-1,1990.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0b4d0b8d181d0ba-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-xingtai-240-244_60e41fde427ad-170x170.jpeg,"Диск сцепления Xingtai 240/244
Диаметр внутренний (мм) — 20/23,5
Диаметр наружный (мм) — 228
Толщина.."
Дифференциал заднего моста в сборе Xingtai 224,https://zip-agro.ru/differentsial-zadnego-mosta-v-sbore-xingtai-224,Xingtai/Уралец,Запчасти,В наличии,250.37.197,8510.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bb-d0b7d0b0d0b4d0bdd0b5d0b3d0be-d0bcd0bed181d182d0b0-d0b2-d181d0b1d0bed180d0b5-xingtai-224_60e41bc69e1a6-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Замок зажигания Xingtai,https://zip-agro.ru/zamok-zagiganiya-xingtai,Xingtai/Уралец,Запчасти,В наличии,JK290,671.60,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0b7d0b0d0bcd0bed0ba-d0b7d0b0d0b6d0b8d0b3d0b0d0bdd0b8d18f-xingtai_60e41bccbb9a5-170x170.jpeg,"Замок зажигания Xingtai
Количество контактов (шт) — 4
                                              .."
Замок зажигания Xingtai 120/224,https://zip-agro.ru/zamok-zagiganiya-xingtai-120224,Xingtai/Уралец,Запчасти,В наличии,JK423,829.15,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0b7d0b0d0bcd0bed0ba-d0b7d0b0d0b6d0b8d0b3d0b0d0bdd0b8d18f-xingtai-120-224_60e41bd22967e-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Замок капота Xingtai 120,https://zip-agro.ru/zamok-kapota-xingtai-120,Xingtai/Уралец,Запчасти,В наличии,48982,200.10,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0b7d0b0d0bcd0bed0ba-d0bad0b0d0bfd0bed182d0b0-xingtai-120_60e41fe3b8fcd-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Капот двигателя Xingtai 120/160,https://zip-agro.ru/kapot-dvigatelya-xingtai-120160,Xingtai/Уралец,Запчасти,В наличии,14.47.043,4150.35,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0bad0b0d0bfd0bed182-d0b4d0b2d0b8d0b3d0b0d182d0b5d0bbd18f-xingtai-120-160_60e41bd713c45-170x170.jpeg,"Капот двигателя Xingtai 120/160
Габариты Д*Ш*В (мм) — 880*355*140
Вес (гр.) —
                      .."
Колесо рулевое Xingtai 120/224,https://zip-agro.ru/koleso-rulevoe-xingtai-120224,Xingtai/Уралец,Запчасти,В наличии,10T.40.013,1880.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad0bed0bbd0b5d181d0be-d180d183d0bbd0b5d0b2d0bed0b5-xingtai-120-224_60e41be14bcbf-170x170.jpeg,"Колесо рулевое Xingtai 120/224
Диаметр внутренний/наружный (мм) — 19/390
Вес (гр.) — 1500
          .."
Колодки тормозные Xingtai 120/220,https://zip-agro.ru/kolodki-tormoznye-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.43.011A,1800.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad0bed0bbd0bed0b4d0bad0b8-d182d0bed180d0bcd0bed0b7d0bdd18bd0b5-xingtai-120-220_60e41be6c593f-170x170.jpeg,"Колодки тормозные Xingtai 120/220 
Высота (мм) — 41
Вес (гр.) — 1510
                               .."
Кольцо отжимных рычагов сцепления Xingtai 120/220,https://zip-agro.ru/koltso-otgimnyh-rychagov-stsepleniya-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10.21.116,282.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad0bed0bbd18cd186d0be-d0bed182d0b6d0b8d0bcd0bdd18bd185-d180d18bd187d0b0d0b3d0bed0b2-d181d186d0b5d0bfd0bbd0b5d0bdd0b8d18f-xingtai-120-220_60e41bebb5f4e-170x170.jpeg,"Кольцо отжимных рычагов сцепления Xingtai 120/220
Диаметр (мм) — 42
Высота (мм) — 12
Вес (гр.) — 104.."
Корпус КПП и зад моста Xingtai 180/220,https://zip-agro.ru/korpus-kpp-i-zad-mosta-xingtai-180220,Xingtai/Уралец,Запчасти,В наличии,10Т.37.101,45870.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad0bed180d0bfd183d181-d0bad0bfd0bf-d0b8-d0b7d0b0d0b4-d0bcd0bed181d182d0b0-xingtai-180-220_60e41fefa9aa5-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус выжимного подшипника Xingtai 120/180,https://zip-agro.ru/korpus-vygimnogo-podshipnika-xingtai-120180,Xingtai/Уралец,Запчасти,В наличии,14.21.114,605.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad0bed180d0bfd183d181-d0b2d18bd0b6d0b8d0bcd0bdd0bed0b3d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-xingtai-120-180_60e41bfa3285b-170x170.jpeg,"Корпус выжимного подшипника Xingtai 120/180
Диаметр внутренний/наружный (мм) — 34/45
Высота (мм) — 3.."
Корпус выжимного подшипника Xingtai 220,https://zip-agro.ru/korpus-vygimnogo-podshipnika-xingtai-220,Xingtai/Уралец,Запчасти,В наличии,150.21.134,1208.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad0bed180d0bfd183d181-d0b2d18bd0b6d0b8d0bcd0bdd0bed0b3d0be-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-xingtai-220_60e41bff14437-170x170.jpeg,"Корпус выжимного подшипника Xingtai 220
Диаметр внутренний/наружный (мм) — 33/40
Высота (мм) — 63
Ве.."
Корпус дифференциала заднего моста Xingtai 224,https://zip-agro.ru/korpus-differentsiala-zadnego-mosta-xingtai-224,Xingtai/Уралец,Запчасти,В наличии,54758,3044.05,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad0bed180d0bfd183d181-d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bbd0b0-d0b7d0b0d0b4d0bdd0b5d0b3d0be-d0bcd0bed181d182d0b0-xingtai-22_60e41c03e79d4-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус дифференциала с валом (нов. образца) Xingtai 120/224,https://zip-agro.ru/korpus-differentsiala-s-valom-nov-obraztsa-xingtai-120224,Xingtai/Уралец,Запчасти,В наличии,10T.37.306-216.,4760.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad0bed180d0bfd183d181-d0b4d0b8d184d184d0b5d180d0b5d0bdd186d0b8d0b0d0bbd0b0-d181-d0b2d0b0d0bbd0bed0bc-d0bdd0bed0b2-d0bed0b1d180d0b0_60e41c0a6ec40-170x170.jpeg,"Корпус дифференциала с валом (нового образца) Xingtai 120-224
Диаметр (мм) — 30 / 33 / 36 / 123 / 3.."
Корпус дополнительной коробки Xingtai 120/220,https://zip-agro.ru/korpus-dopolnitelnoj-korobki-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.37.102-А,10271.80,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad0bed180d0bfd183d181-d0b4d0bed0bfd0bed0bbd0bdd0b8d182d0b5d0bbd18cd0bdd0bed0b9-d0bad0bed180d0bed0b1d0bad0b8-xingtai-120-220_60e41fe9c1e1e-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус дополнительной коробки передач для Уралец 224/Xingtai,https://zip-agro.ru/korpus-dopolnitelnoj-korobki-peredach-dlya-uralec-224xingtai,Xingtai/Уралец,Запчасти,В наличии,224Т.37.102-А,13500.00,https://zip-agro.ru/image/cache/catalog/zapshasti/minitractor/urales/kpp/korpus-kpp-52mm-2-170x170.jpg,Размеры:Диаметр под подшипник = 52 ммДанный корпус подходит для тракторов с дополнительным насосом. ..
Корпус переходного моста Xingtai 120,https://zip-agro.ru/korpus-perehodnogo-mosta-xingtai-120,Xingtai/Уралец,Запчасти,В наличии,XT14.21C.101,15194.95,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad0bed180d0bfd183d181-d0bfd0b5d180d0b5d185d0bed0b4d0bdd0bed0b3d0be-d0bcd0bed181d182d0b0-xingtai-120_60e41c10b90a6-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Корпус подшипника Xingtai 240/244,https://zip-agro.ru/korpus-podshipnika-xingtai-240244,Xingtai/Уралец,Запчасти,В наличии,150.37.160,948.75,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad0bed180d0bfd183d181-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-xingtai-240-244_60e41c17078fa-170x170.jpeg,"Корпус подшипника Xingtai 240/244
Диаметр (мм) — 60/72/50
Высота (мм) — 33
Вес (гр.) — 430
         .."
Корпус подшипника ВОМ Xingtai 120/220,https://zip-agro.ru/korpus-podshipnika-vom-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.37.316,3630.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad0bed180d0bfd183d181-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0b2d0bed0bc-xingtai-120-220_60e41c1c026e8-170x170.jpeg,"Корпус подшипника ВОМ Xingtai 120/220
Толщина (мм) — 30
Межболтовое расстояние (мм) — 90
Диаметр под.."
Корпус подшипника первичного вала Xingtai 240/244,https://zip-agro.ru/korpus-podshipnika-pervichnogo-vala-xingtai-240244,Xingtai/Уралец,Запчасти,В наличии,180.37.315,715.30,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/0/d0bad0bed180d0bfd183d181-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0bfd0b5d180d0b2d0b8d187d0bdd0bed0b3d0be-d0b2d0b0d0bbd0b0-xingtai-240-244_60e41c216d695-170x170.jpeg,"Корпус подшипника первичного вала Xingtai 240/244
Диаметр (мм) — 55/72/42
Высота (мм) — 35
Вес (гр.).."
Корпус рулевого механизма Xingtai 120/220,https://zip-agro.ru/korpus-rulevogo-mehanizma-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,184.40.109,4060.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/6/d0bad0bed180d0bfd183d181-d180d183d0bbd0b5d0b2d0bed0b3d0be-d0bcd0b5d185d0b0d0bdd0b8d0b7d0bcd0b0-xingtai-120-220_60e41c270fc81-170x170.jpeg,"Корпус рулевого механизма (нового образца) Xingtai 120/220
Тип №1
Высота общая (мм) — 122
Растояние .."
Корпус рулевого механизма старого образца Xingtai 120/220,https://zip-agro.ru/korpus-rulevogo-mehanizma-starogo-obraztsa-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.40.101,2352.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/3/d0bad0bed180d0bfd183d181-d180d183d0bbd0b5d0b2d0bed0b3d0be-d0bcd0b5d185d0b0d0bdd0b8d0b7d0bcd0b0-d181d182d0b0d180d0bed0b3d0be-d0bed0b1_60e41c2c346ec-170x170.jpeg,"Корпус рулевого механизма (старого образца) Xingtai 120/220
Высота общая (мм) — 122
Растояние между .."
Кран топливный в сборе Xingtai 120/180,https://zip-agro.ru/kran-toplivnyj-v-sbore-xingtai-120180,Xingtai/Уралец,Запчасти,В наличии,10.50.017,595.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad180d0b0d0bd-d182d0bed0bfd0bbd0b8d0b2d0bdd18bd0b9-d0b2-d181d0b1d0bed180d0b5-xingtai-120-180_60e41c3154c3d-170x170.jpeg,"Кран топливный в сборе Xingtai 120/180
Диаметр (мм) — 13 и 8
Вес (гр.) — 29
                        .."
Кронштейн прицепной серьги Xingtai 120/220,https://zip-agro.ru/kronshtejn-pritsepnoj-sergi-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.35.104,1051.10,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad180d0bed0bdd188d182d0b5d0b9d0bd-d0bfd180d0b8d186d0b5d0bfd0bdd0bed0b9-d181d0b5d180d18cd0b3d0b8-xingtai-120-220_60e41c36b7fed-170x170.jpeg,"Кронштейн прицепной серьги Xingtai 120/220
Высота (мм) — 75
Вес (гр.) — 1520
                       .."
Крыло зад левое Xingtai 120/160,https://zip-agro.ru/krylo-zad-levoe-xingtai-120160,Xingtai/Уралец,Запчасти,В наличии,16.47B.021,4828.85,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/9/d0bad180d18bd0bbd0be-d0b7d0b0d0b4-d0bbd0b5d0b2d0bed0b5-xingtai-120-160_60e41c3be43e5-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Крыло зад правое Xingtai 120/160,https://zip-agro.ru/krylo-zad-pravoe-xingtai-120160,Xingtai/Уралец,Запчасти,В наличии,16.47B.022,4828.85,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bad180d18bd0bbd0be-d0b7d0b0d0b4-d0bfd180d0b0d0b2d0bed0b5-xingtai-120-160_60e41c420d5b3-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Крышка гидравлического цилиндра Xingtai 224/244,https://zip-agro.ru/kryshka-gidravlicheskogo-tsilindra-xingtai-224244,Xingtai/Уралец,Запчасти,В наличии,,2689.85,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad180d18bd188d0bad0b0-d0b3d0b8d0b4d180d0b0d0b2d0bbd0b8d187d0b5d181d0bad0bed0b3d0be-d186d0b8d0bbd0b8d0bdd0b4d180d0b0-xingtai-224-244_60e41c4878765-170x170.jpeg,"Крышка гидравлического цилиндра Xingtai 224/244
Диаметр под гильзу (мм) — 70
Межболтовое расстояние .."
Крышка корпуса КПП передняя Xingtai 120/220,https://zip-agro.ru/kryshka-korpusa-kpp-perednyaya-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.37.108,1593.90,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/5/d0bad180d18bd188d0bad0b0-d0bad0bed180d0bfd183d181d0b0-d0bad0bfd0bf-d0bfd0b5d180d0b5d0b4d0bdd18fd18f-xingtai-120-220_60e41c4f11ba6-170x170.jpeg,"Крышка корпуса КПП передняя Xingtai 120/220
Диаметр внутренний/наружный (мм) — 45/62
Высота (мм) — 4.."
Крышка корпуса полуоси Xingtai 224/244,https://zip-agro.ru/kryshka-korpusa-poluosi-xingtai-224244,Xingtai/Уралец,Запчасти,В наличии,150.37.214,985.55,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/8/d0bad180d18bd188d0bad0b0-d0bad0bed180d0bfd183d181d0b0-d0bfd0bed0bbd183d0bed181d0b8-xingtai-224-244_60e41c546a4e8-170x170.jpeg,"Крышка корпуса полуоси Xingtai 224/244
Диаметр (мм) — 60/72/50
Высота (мм) — 33
Вес (гр.) — 450
    .."
Крышка корпуса рулевого механизма Xingtai 120/220,https://zip-agro.ru/kryshka-korpusa-rulevogo-mehanizma-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,10T.40.115,908.50,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/1/d0bad180d18bd188d0bad0b0-d0bad0bed180d0bfd183d181d0b0-d180d183d0bbd0b5d0b2d0bed0b3d0be-d0bcd0b5d185d0b0d0bdd0b8d0b7d0bcd0b0-xingtai-120-220_60e41c595679f-170x170.jpeg,"Крышка корпуса рулевого механизма Xingtai 120/220
Диаметр (мм) — 15
Высота (мм) — 25
Вес (гр.) — 546.."
Крышка основной коробки передач Xingtai 120/220,https://zip-agro.ru/kryshka-osnovnoj-korobki-peredach-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,14.37.304,1162.65,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/4/d0bad180d18bd188d0bad0b0-d0bed181d0bdd0bed0b2d0bdd0bed0b9-d0bad0bed180d0bed0b1d0bad0b8-d0bfd0b5d180d0b5d0b4d0b0d187-xingtai-120-220_60e41c5e52de8-170x170.jpeg,"Крышка основной коробки передач Xingtai 120/220
Диаметр (мм) — 78
Длина (мм) — 220*143
Высота (мм) —.."
Крышка передней ступицы Xingtai 220,https://zip-agro.ru/kryshka-perednej-stupitsy-xingtai-220,Xingtai/Уралец,Запчасти,В наличии,13860ТР,377.20,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/7/d0bad180d18bd188d0bad0b0-d0bfd0b5d180d0b5d0b4d0bdd0b5d0b9-d181d182d183d0bfd0b8d186d18b-xingtai-220_60e41c63a3628-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
Крышка подшипника вала конечной передачи Xingtai 120/220,https://zip-agro.ru/kryshka-podshipnika-vala-konechnoj-peredachi-xingtai-120220,Xingtai/Уралец,Запчасти,В наличии,16.37.149,1030.00,https://zip-agro.ru/image/cache/catalog/zapshasti/tata/2/d0bad180d18bd188d0bad0b0-d0bfd0bed0b4d188d0b8d0bfd0bdd0b8d0bad0b0-d0b2d0b0d0bbd0b0-d0bad0bed0bdd0b5d187d0bdd0bed0b9-d0bfd0b5d180d0b5_60e41c68788a5-170x170.jpeg,"Уважаемые клиенты, обратите внимание - комплектация товара может отличаться от фото на сайте,
в раз.."
